number,title,user,labels,created_at,updated_at,closed_at,body
50097,Skip activesupport event processing tests on platforms w/o highres clock,matoro,activesupport,2023-11-18T17:52:57Z,2023-11-26T02:33:31Z,,"On platforms without a high-resolution (nanosecond) clock, it is likely that the processing of an event will take less time than one complete clock resolution cycle, which means that the start and end times will be equal and the duration zero, failing these tests.  Usually these issues are fixed by adding a sleep of equal to one clock resolution cycle, but that is not applicable here since the duration measurement occurs in the actual library code rather than the test code, so just skip these tests on such platforms.  Also tested and confirmed that the tests are not skipped under normal platforms with a highres clock.
"
50096,[Active Record] Using as_json with include giving undesirable results,maniSHarma7575,"activerecord, With reproduction steps",2023-11-18T15:41:12Z,2023-11-18T17:31:15Z,2023-11-18T17:06:24Z,"### Steps to reproduce
In the script below, I am filtering out the post IDs along with comment IDs.

```
Post.joins(:comments).where(comments: { id: [1, 2] }).as_json(only: :id, include: { comments: { only: :id } })
```
And here, we are filtering out the comments with IDs 1 and 2. So, in the final output, it should only include the comments with IDs 1 and 2. However, post 1 also has comments with IDs 4 and 6, and post 2 also has a comment with ID 5. 

So all the comments are getting include no matter whether there is filtering in comment or not?

Is this the desired behavior?

### Reproduce script

```ruby
# frozen_string_literal: true

require ""bundler/inline""
require ""pry""

gemfile(true) do
  source ""https://rubygems.org""

  git_source(:github) { |repo| ""https://github.com/#{repo}.git"" }

  gem ""rails"", github: ""rails/rails"", branch: ""main""
  gem ""sqlite3""
end

require ""active_record""
require ""minitest/autorun""
require ""logger""

# This connection will do for database-independent bug reports.
ActiveRecord::Base.establish_connection(adapter: ""sqlite3"", database: "":memory:"")
ActiveRecord::Base.logger = Logger.new(STDOUT)

ActiveRecord::Schema.define do
  create_table :posts, force: true do |t|
    t.integer :title
    t.text :description
  end

  create_table :comments, force: true do |t|
    t.text :description
    t.integer :post_id
  end
end

class Post < ActiveRecord::Base
  has_many :comments
end

class Comment < ActiveRecord::Base
  belongs_to :post
end

class BugTest < Minitest::Test
  def test_association_stuff
    post1 = Post.create!(title: 'Post1', description: 'Post description 1')
    post2 = Post.create!(title: 'Post2', description: 'Post description 2')
    post3 = Post.create!(title: 'Post3', description: 'Post description 3')
    post1.comments << Comment.create!(description: 'Comment 1')
    post2.comments << Comment.create!(description: 'Comment 2')
    post3.comments << Comment.create!(description: 'Comment 3')
    post1.comments << Comment.create!(description: 'Comment 1.1')
    post2.comments << Comment.create!(description: 'Comment 2.1')
    post1.comments << Comment.create!(description: 'Comment 1.2')

    posts = Post.joins(:comments).where(comments: { id: [1, 2] }).as_json(only: :id, include: { comments: { only: :id } })
    assert_equal posts, [{""id""=>1, ""comments""=>[{""id""=>1}]}, {""id""=>2, ""comments""=>[{""id""=>2}]}]
  end
end

```


### Expected behavior
Below test case should pass

### Actual behavior
```
F

Failure:
BugTest#test_association_stuff [as_json.rb:56]:
--- expected
+++ actual
@@ -1 +1 @@
-[{""id""=>1, ""comments""=>[{""id""=>1}, {""id""=>4}, {""id""=>6}]}, {""id""=>2, ""comments""=>[{""id""=>2}, {""id""=>5}]}]
+[{""id""=>1, ""comments""=>[{""id""=>1}]}, {""id""=>2, ""comments""=>[{""id""=>2}]}]



bin/rails test as_json.rb:44



Finished in 0.035173s, 28.4309 runs/s, 28.4309 assertions/s.
1 runs, 1 assertions, 1 failures, 0 errors, 0 skips
```

### System configuration
**Rails version**: 7.2.0.alpha

**Ruby version**: 3.2.2
"
50095,"Proposal - Output the migration code, after the generate has run.",alterisian,,2023-11-18T14:35:59Z,2023-11-18T15:24:03Z,2023-11-18T14:40:38Z,"### Motivation
So that we help developers even more, when writing migrations, output the migration code after it has been run.
Since the migration code is typically small, we could output it straight after the migration has run, and save you going to open that file, if it has successfully added the field (in this instance). 

### Steps to reproduce

```ruby
rails g migration AddCodeToCountries code:string
```

### Expected behavior
      invoke  active_record
      create    db/migrate/20231118142828_add_code_to_countries.rb
      code     
class AddCodeToCountries < ActiveRecord::Migration[7.0]
  def change
    add_column :countries, :code, :string
  end
end

### Actual behavior
      invoke  active_record
      create    db/migrate/20231118142828_add_code_to_countries.rb

more db/migrate/20231118142828_add_code_to_countries.rb

class AddCodeToCountries < ActiveRecord::Migration[7.0]
  def change
    add_column :countries, :code, :string
  end
end

### System configuration
**Rails version**: 7

**Ruby version**: 3.1
"
50094,normalizer accepts symbols that the normalized object responds to,rockwellll,activerecord,2023-11-18T14:34:53Z,2023-11-19T13:24:57Z,2023-11-19T13:24:56Z,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

The newly introduced `ActiveRecord::Normalization` module allows to normalize attributes, it can receive any callable object that responds to `call`. While we were using it, we found that we were calling a method that already _exists_ on the normalized object, and hence can simply be ""forwarded"" to the object. 

To our surprise, it threw errors when we tried to supply the normalization to do as a symbol to be forwarded to the normalized object using `Object#send`. 

I found it not Rails-y to do something like the following,

```ruby
class Post
  normalizes :body, with: -> body { body.squish }
end
```

When you can simply supply the `squish` as a symbol that then gets send to the object. With this proposed change, we can slim the code above into a more Ruby-ish and subsequently, Rails-ish way. 

```ruby
class Post
  normalizes :body, with: :squish
end
```

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

This Pull Request has been created because the current implementation of the `normalizes` method does not support a Symbol as an argument that gets forwarded to the object to normalize. 

### Detail

This Pull Request changes the `ActiveRecord::Normalization::NormalizedValueType`'s `normalizer:` argument to accept a Symbol that sends to the normalized object via `Object#public_send`. 

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50093,Delay validation of registered Active Record adapters and allow aliasing of adapters,kmcphillips,"activerecord, railties",2023-11-18T13:32:01Z,2023-11-19T15:42:50Z,2023-11-19T15:42:50Z,"Next step in https://github.com/rails/rails/pull/50064 by @byroot.

## Problem

We want to allow aliasing of DB adapters by name. The end state here is to allow `mysql` to be mapped to either `trilogy` or `mysql2` at an application level. And allow others to do the same.

The main refactor here is moving the adapter validation out of `DatabaseConfig.new` and into a `#validate` method that is called later.

The reason for this refactor is that currently database configs are loaded by the framework so early that there isn't really a way to hook into registering/aliasing adapters before the configs are loaded and validated with `.new`:

https://github.com/rails/rails/blob/438cad462638b02210fc48b700c29dcd0428a8b7/activerecord/lib/active_record/railtie.rb#L305-L307

The adapter needs to be registered with Active Record after it is loaded, but before configs are loaded, and because `on_load(:active_record)` hooks are executed in order the above one is always executed before anything in the rails app, including the initializers. I even tried adding a `:active_record_register_adapters` hook, but again the app initializers aren't run before this fires.


## Solution

As @matthewd suggested, extract validation into a method on `DatabaseConfig`. This has the added bonus of allowing the config subclasses further specialize validation.

Also adds a method which I will use in the next step to `alias(""trilogy"", as: ""mysql"")`.


### Reproduction steps

I have validated this in a new rails app, by naming the ""sqlite3"" adapter ""potato"", and the app will run with the following steps:

```
$ ../rails/railties/exe/rails new example --dev --skip-asset-pipeline --skip-javascript --skip-hotwire --skip-test
```
```
$ sed -i 's/adapter: sqlite3/adapter: potato/' config/database.yml
```
```
$ bin/rails environment
bin/rails aborted!
ActiveRecord::AdapterNotFound: database configuration specifies nonexistent 'potato' adapter. Ensure that the adapter is spelled correctly in config/database.yml and that you've added the necessary adapter gem to your Gemfile. (ActiveRecord::AdapterNotFound)
```
```
$ echo 'ActiveSupport.on_load(:active_record) { ActiveRecord::ConnectionAdapters.register(""potato"", ""ActiveRecord::ConnectionAdapters::SQLite3Adapter"", ""active_record/connection_adapters/sqlite3_adapter"") }' > config/initializers/active_record_adapters.rb
```
```
$ bin/rails environment
$ bin/rails runner 'puts ""#{ ActiveRecord::Base.connection.pool.db_config.adapter } / #{ ActiveRecord::Base.connection.adapter_name }""'
potato / SQLite
```"
50092,ActiveStorage only checks public schema to load files instead of tenant schema,hrithvik123,,2023-11-18T00:26:03Z,2023-11-18T09:24:49Z,2023-11-18T09:24:49Z,"I am trying to setup multi-tenancy in my Spree commerce app (ruby 3.2.0, rails 7) using Apartment (ros-apartment fork to be specific). 

When I upload files, they get added to the correct tenant schema and I can see it in ActiveStorage::Blob . But when I try to access the images, it only looks at ActiveStorage::Blob in public schema instead of tenant schema and ends up throwing 404 error ->

`ActiveRecord::RecordNotFound in ActiveStorage::Representations::ProxyController#show
Couldn't find ActiveStorage::Blob with 'id'=1`

Do I need to setup something else for it to work correctly ?

I have added the `config.middleware.use Apartment::Elevators::Subdomain` to my application.rb .

Any help is appreciated, thanks."
50091,Add `query_cache_clearing_strategy` to customize how the query cache clears,jcalvert,"activerecord, docs",2023-11-18T00:18:15Z,2023-11-28T10:33:44Z,,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

I work on a rather large, robust Rails application that has some custom multi-database code. The default behavior of `ActiveRecord::Base.clear_query_caches_for_current_thread` for cache clearing can result in a substantial number of cache misses between unrelated shards, (noted in #40622) - similarly as the methods passed to `dirties_query_cache` in `ActiveRecord::ConnectionAdapters::QueryCache` has changed (such as in #48061) this again changes the number of query cache hits, which can result in performance regressions. In both cases, the default behavior absolutely makes sense, however it is difficult to carve out an exception. In order to do so this requires making `clear_query_caches_for_current_thread` a noop and then overwriting the target methods on the adapter classes.

Rather than being prescriptive, this pull request maintains the current behavior and gives a more straightforward way for applications to modify the existing cache clearing behavior instead of monkey patching core Active Record classes. 

### Detail

- Add `ActiveRecord#query_cache_clearing_strategy` as a singleton accessor that defaults to a `Proc` that just calls `ActiveRecord::Base.clear_query_caches_for_current_thread` 
- Replace the call to `ActiveRecord::Base.clear_query_caches_for_current_thread` in the inline method definition in `ActiveRecord::ConnectionAdapters::QueryCache` to call the new `Proc` with the arguments of `self`, the `method_name` and args. 
- Update the configuration guide to document this.

### Additional information

Since there is no change to the behavior as is, I have no additional tests added.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50090,Fix ActiveJob arguments serialization to correctly serialize String subclasses having custom serializers,fatkodima,activejob,2023-11-17T23:50:07Z,2023-12-02T09:02:59Z,2023-11-18T00:09:28Z,"Fixes #50076 (look there for a lengthy discussion).

Should we also raise a deprecation warning for String subclasses without custom serializers? It worked before this change.

cc @byroot "
50089,Fix rails console to work with `DATABASE_URL` for PostgreSQL,fatkodima,"activerecord, railties",2023-11-17T22:56:23Z,2023-11-17T23:41:31Z,2023-11-17T23:25:18Z,"Fixes #50085.

The regression was introduced via https://github.com/rails/rails/pull/50064 (cc @byroot).

Previously, `ActiveRecord::Base` was loaded before any specific database adapters, see https://github.com/rails/rails/pull/50064/files#diff-d1e52309089a1c9135a7d1bb82bdfdf7410d7d7a294013e16e71f0171154eefbL324-L334 so everything worked fine. 
But with the refactoring, this is no longer the case and adapters are loaded first, see https://github.com/rails/rails/pull/50064/files#diff-4c1143afc3627a3ced3bd6f78f37888b98424844732e771c3cb323ef50415bb0R24-R37"
50088,Fix small typographical errors in `#find_or_create_by` docs [ci skip],conradbeach,activerecord,2023-11-17T20:52:40Z,2023-11-17T23:05:05Z,2023-11-17T21:00:07Z,
50087,No error messages in development after update from 7.0 to 7.1,joshfester,third party issue,2023-11-17T18:45:47Z,2023-11-25T02:40:41Z,2023-11-17T20:32:17Z,"### Steps to reproduce
I was on rails 7.0.8 and updated to 7.1.2. After the update, I no longer see errors in the console. It will just say ""Completed 500 Internal Server Error"" and render the error page you'd normally see in production. 

### Expected behavior
See errors with a stack trace in the console and on the rendered page

### Actual behavior
No errors, looks like it's in production

### System configuration
**Rails version**: 7.1.2

**Ruby version**:

Puma version: 6.4.0
web-console version: 4.2.1

When I start up the dev server, it says ""Rails 7.1.2 application starting in development"", and running Rails.env outputs ""development"". Puma and web-console are both the latest version, same as before the update to 7.1.

I ran `rails app:update` and even tried letting it overwrite my application.rb and development.rb. With the fresh development.rb, I get an error telling me to add my domain to config.hosts. The error shows in the console and I see the development error page. After I add `config.hosts << ""my-domain.com:3000""`, then I stop seeing console errors and start seeing the production error page.

When I revert back to 7.0.8 the issue is gone. I tried a fresh project with `rails new` and added the config.hosts line, and that works as it should on rails 7.1.2. So this must be an issue specific to my codebase.

I can confirm `config.consider_all_requests_local = true`. When I run `request.local?` it always returns false. But it returned false even before this issue started. 

Maybe the wrong place to ask, but what else could cause this? Where else could I look?

Update: I tried curl'ing from localhost. `request.local?` returns true, but the issue persists. I tried removing the config.hosts line and curl'ing, same issue. Also tried: 
- changing the config to `config.hosts.clear`
- explicitly setting `config.log_level = :debug` 
- running `rails db:reset`
- changing to `config.load_defaults 7.0`
"
50086,Remove top level keys in `database.yml` that do not map to valid Rails environments,kmcphillips,railties,2023-11-17T18:05:38Z,2023-11-18T13:15:40Z,2023-11-18T11:02:11Z,"**(This is a work in progress)**

## Problem

As described in #50075 (related to https://github.com/rails/rails/pull/50064), `#database_configuration` in the rails config, in in cases where it reads from `database.yml`, loads _all top level_ keys in the file and treats each one like an env:
https://github.com/rails/rails/blob/e5d3d782b6c89d382688b7e580a563e96bb874a4/railties/lib/rails/application/configuration.rb#L429-L434

The problem with this can even be seen with the default `database.yml` generated with `rails new`:

```yaml
default: &default
  adapter: sqlite3
  pool: <%= ENV.fetch(""RAILS_MAX_THREADS"") { 5 } %>
  timeout: 5000

development:
  <<: *default
  database: storage/development.sqlite3

test:
  <<: *default
  database: storage/test.sqlite3

production:
  <<: *default
  database: storage/production.sqlite3
```
Generates:
```ruby
{""default""=>{""adapter""=>""sqlite3"", ""pool""=>5, ""timeout""=>5000},
 ""development""=>{""adapter""=>""sqlite3"", ""pool""=>5, ""timeout""=>5000, ""database""=>""storage/development.sqlite3""},
 ""test""=>{""adapter""=>""sqlite3"", ""pool""=>5, ""timeout""=>5000, ""database""=>""storage/test.sqlite3""},
 ""production""=>{""adapter""=>""sqlite3"", ""pool""=>5, ""timeout""=>5000, ""database""=>""storage/production.sqlite3""}}
```

Here we see the `default:` key using YAML node anchors to reduce duplication and compose the env values. This puts all kinds of useless and incorrect fragments into the database config that should really be just a YAML implementation concern. We have some large `database.yml` files at Shopify that compose many YAML keys into env configs and so this method returns a dozen or more useless key fragments and labels them all as envs.

It also causes issues with the fact that each key is parsed into a `ActiveRecord::DatabaseConfigurations::HashConfig` object in which there is logic and validation that should not be applied to these fragments.


## Solution

Ideally we remove anything that isn't a valid env, and do essentially:

```ruby
database_config = YAML.load(database_yaml_file).select { |k,v| [""production"", ""test"", ""development""].include?(k) }.to_h
```

Unfortunately we don't really have a concept of what envs are configured and exist.

The **first commit** here proposed an implementation of that. It looks in `config/environments/*.rb` and uses that as the list of envs. Which is probably pretty correct, and would allow for people to add envs like `staging` or whatever, even if it's not super supported by rails. I'm not sure about edge cases this won't cover or engine compatibility or whatever.

The **second commit is incomplete** but proposes how to filter out any top level keys that are invalid. This works, but I'm not sure if it's too aggressive an approach. It breaks a ton of tests, and I think that's just a function of generating skeleton rails apps for fast testing, but maybe not. I'm not going to get the build green till we're confident with the approach.


### Questions

_1) What is the usecase for exposing all database envs in `Rails::Application::Configuration#database_configuration`?_ 

I don't assume it's common to connect to production manually from in dev or whatever. Versus just exposing the current env. I'm not sure if it's useful and why it exists.

_2) Can we change `Rails::Application::Configuration#database_configuration` to expose just the current env?_

Another approach we could do entirely is essentially doing:

```ruby
database_config = YAML.load(database_yaml_file).select { |k,v| k == Rails.env }.to_h
```

Then we don't have to allow-list and know what all envs are, when we just know to pick _only the current env_ and ignore the rest. Then we also don't need `configured_environments` at all and just the current `Rails.env`. But again, I'm not sure who is using this and why.

They're assigned to `configurations` and are available to lookup by env [here](https://github.com/rails/rails/blob/e5d3d782b6c89d382688b7e580a563e96bb874a4/activerecord/lib/active_record/database_configurations.rb#L26), so this would be a limiting and breaking change.

cc @byroot "
50085,Passing DATABASE_URL env var breaks loading,andrewyoo,"activerecord, With reproduction steps",2023-11-17T17:45:01Z,2023-11-17T23:51:31Z,2023-11-17T23:25:19Z,"Current rails main doesn't like when DATABASE_URL env is passed in.

### Steps to reproduce
```
rails new test_rails_edge --edge --database=postgresql
rails db:create
# update Gemfile to point to 'main' with `gem 'rails', github: 'rails/rails', branch: 'main'`
bundle
DATABASE_URL=postgres://localhost/test_rails_edge_development bin/rails c
```

results in:
```
.../activerecord/lib/active_record/dynamic_matchers.rb:22:in `method_missing': undefined method `time_zone_aware_types' for ActiveRecord::Base:Class (NoMethodError)
```

### Expected behavior
Should load rails console using DATABASE_URL env for database

### Actual behavior
receives error `undefined method 'time_zone_aware_types' for ActiveRecord::Base:Class (NoMethodError)`

### System configuration
**Rails version**:
rails main b7d9654f981120b3f525533c3e35f544d3d3171e

**Ruby version**:
3.2.2"
50084,Fixed the dependencies of actiontext according to current actionstora…,adityapandit17,actiontext,2023-11-17T17:32:37Z,2023-11-18T21:19:38Z,,"This PR update the actiontext dependency to match with the latest dependent active storage version 
"
50083,`find_by` and `where` should cache association,yoshiyoshiharu,activerecord,2023-11-17T11:27:37Z,2023-11-18T02:51:35Z,2023-11-18T02:38:57Z,"I think fetched model using `find_by` or `where` by associated model should cache their associations.
If there are reasons why they does not cache, please let me know.

### Steps to reproduce
<!-- (Guidelines for creating a bug report are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#creating-a-bug-report)) -->

<!-- Paste your executable test case created from one of the scripts found [here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#create-an-executable-test-case) below: -->
```ruby
class User < ApplicationRecord
  has_one :user_profile
end

class UserProfile < ApplicationRecord
  belongs_to :user
end
```

```ruby
user = User.first # Run SQL
user_profile = UserProfile.find_by(user: user) # Run SQL
user_profile.user # Run SQL, but I think this SQL should not run.
```

### Expected behavior
<!-- Tell us what should happen -->
`user_profile = UserProfile.find_by(user: user)` should cache `user` association.
`user_profile.user` should not run SQL.
### Actual behavior
<!-- Tell us what happens instead -->
`user_profile = UserProfile.find_by(user: user)` does not cache `user` association.
`user_profile.user` run SQL.

### System configuration
**Rails version**: 3.2.2

**Ruby version**: 7.1.1
"
50082,[ActiveStorage] Discard unrepresentable blobs while preprocessing,chaadow,activestorage,2023-11-17T09:26:51Z,2023-11-17T22:44:33Z,2023-11-17T22:33:45Z,"cc @jonathanhefner 
<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

Preprocessing ""unrepresentable"" blobs (neither variabe, nor previewable) will result in a `ActiveStorage::UnrepresentableError`, which will retry following `ActiveJob::Base` default retry logic.

### Detail

This PR discards any blob that's not representable to cleanup the job adapter queue.
![image](https://github.com/rails/rails/assets/1371733/34e40f60-d2ad-462f-ad58-e75de6550d34)



### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50081,fix typo in production initializer generator,maxnotarangelo,"railties, activestorage, actionmailbox, actiontext",2023-11-16T22:29:21Z,2023-11-16T23:12:28Z,2023-11-16T23:10:53Z,"Fixes a small typo in the `production.rb` generator, as well as in a few test files.
"
50080,`credentials:edit` with no explicit environment set now defaults to `development`,rspeicher,,2023-11-16T21:31:15Z,2023-11-16T21:56:06Z,2023-11-16T21:53:37Z,"### Steps to reproduce

Prior to Rails 7.1, if I were to run `rails credentials:edit` with no environment argument, it would edit the ""global"" `config/credentials.yml.enc` file.

I had a case where I wanted to override some of those credentials _only in the `development` environment_, so I would run `rails credentials:edit -e development`, and that all worked fine.

Now on Rails 7.1.2, omitting the environment argument seems to use the environment of whatever's running the command, which defaults to `development`, and now edits the environment-specific configuration rather than the ""global"" one.

From what I can tell, there is no longer a way to edit the non-specific environment credentials.

Now, the argument could be made that I'm doing this backwards and that local environments should have sane default values and only `production` should override them, and while I don't disagree, this was already in place and working prior to 7.1.

### Expected behavior

`credentials:edit` with no environment argument should edit the `config/credentials.yml.enc` file, as was the previous behavior.

### Actual behavior

`credentials:edit` with no environment argument edits the `config/credentials/development.yml.enc` file.

### System configuration

**Rails version**: `7.1.2`

**Ruby version**: `ruby 3.2.1 (2023-02-08 revision 31819e82c8) [arm64-darwin22]`
"
50079,Arel nulls first/last implementation Mysql ,tttffff,activerecord,2023-11-16T21:13:53Z,2023-12-08T23:44:03Z,2023-12-08T23:44:02Z,"### Motivation / Background

Fixes #50078 

This Pull Request has been created because I needed to sort a column ASC with nulls last with a MySQL database and wanted to avoid using an SQL fragment to achieve this. I discovered that Arel supports this for all databases apart from MySQL. When investigating the MySQL implementation, I noticed inconsistencies with how it is implemented.

Originally, I was just aiming to make the functionality consistent, but then had a go at implementing the missing functionality.

### Detail

This Pull Request changes the implementation of `.nulls_first()` and `.nulls_last()` for MySQL databases. These methods now work as designed.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]` 
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50078,Arel - MySQL has inconsistent behavour when attempting to use ordering with nulls_first/nulls_last,tttffff,attached PR,2023-11-16T20:52:16Z,2023-12-08T23:44:04Z,2023-12-08T23:44:04Z,"#42245 introduces `.nulls_first()` and `.nulls_last()` for all databases apart from MySQL. The PR states that `.nulls_first()` has been implemented for MySQL and that it works as designed, this is not entirely correct.

Currently:
- When using `.asc.nulls_first()` it does work as designed (due to the rules of the engine)
- When using `.desc.nulls_first()` it orders nulls last without any indication of this.
- When using `.asc.nulls_last()` it raises `StatementInvalid` error.
- When using `.desc.nulls_last()` it raises `StatementInvalid` error.

Suggestions:
1. `.desc.nulls_last()` should also be no-op and work as designed (due to the rules of the engine) but `.desc.nulls_first()` and `.asc.nulls_last()` should both raise either `StatementInvalid` or another error.
2. All four should raise an error, this could be `StatementInvalid`, but something like `NotImplementedError` might be better.
3. Some sort of a fix where we can order nulls first/last for MySQL.

### Steps to reproduce
```sh
rails new anything --database=mysql --minimal && cd anything && \
bin/rails g model something name && bin/rails db:prepare && bin/rails c
```

```ruby
[nil, ""ZZZ"", ""AAA"", nil].each { |name| Something.create(name:) }
name_attribute = Something.arel_table[:name]
Something.order(name_attribute.asc.nulls_first).map(&:name) # => [nil, nil, ""AAA"", ""ZZZ""]
Something.order(name_attribute.desc.nulls_first).map(&:name) # => [""ZZZ"", ""AAA"", nil, nil]
Something.order(name_attribute.asc.nulls_last).map(&:name) # => raises ActiveRecord::StatementInvalid
Something.order(name_attribute.desc.nulls_last).map(&:name) # => raises ActiveRecord::StatementInvalid
```

### Expected behavior
- `Something.order(name_attribute.desc.nulls_first).map(&:name)` should either order nulls first or raise an error
- `Something.order(name_attribute.desc.nulls_last).map(&:name)` should provide no-op nulls_last + desc ordering, this would be consistent with `Something.order(name_attribute.asc.nulls_first).map(&:name)`

### Actual behavior
- `Something.order(name_attribute.desc.nulls_first).map(&:name)` orders nulls last desc
- `Something.order(name_attribute.desc.nulls_last).map(&:name)` raises an error

### System configuration
**Rails version**: 7.1.2

**Ruby version**: 3.1.3
"
